Date,Original,Train,Test,Valid
2004-02-29,1629.8,1675.0311279296875,,
2004-03-07,1416.2849999999999,1598.3848876953125,,
2004-03-14,1191.945,1392.1107177734375,,
2004-03-21,1212.695,1199.3648681640625,,
2004-03-28,965.9649999999999,1247.21044921875,,
2004-04-04,1006.6433333333334,858.5126342773438,,
2004-04-11,1128.025,946.8392333984375,,
2004-04-18,1141.9450000000002,1115.423095703125,,
2004-04-25,1104.645,1085.1396484375,,
2004-05-02,1098.395,1097.1907958984375,,
2004-05-09,1104.1,1062.8956298828125,,
2004-05-16,1089.9833333333333,1099.3629150390625,,
2004-05-23,932.78,1124.0889892578125,,
2004-05-30,2056.54,941.0430908203125,,
2004-06-06,2412.92,2166.41015625,,
2004-06-13,2343.25,2473.418701171875,,
2004-06-20,2704.68,2296.006591796875,,
2004-06-27,2671.9,2758.105224609375,,
2004-07-04,2701.8,2632.351806640625,,
2004-07-11,9996.62,2884.6083984375,,
2004-07-18,21043.79,10877.2939453125,,
2004-07-25,37586.73,22204.33203125,,
2004-08-01,37705.75,39038.01171875,,
2004-08-08,31907.37,37606.55859375,,
2004-08-15,29975.96,30637.328125,,
2004-08-22,29952.52,31158.4140625,,
2004-08-29,34531.71,32460.185546875,,
2004-09-05,37259.33,38990.84765625,,
2004-09-12,31778.0,39108.29296875,,
2004-09-19,27977.0,29993.98828125,,
2004-09-26,22467.0,26607.416015625,,
2004-10-03,18992.0,21871.3203125,,
2004-10-10,19561.59,19396.6640625,,
2004-10-17,28409.11,20763.421875,,
2004-10-24,15290.29,28557.689453125,,
2004-10-31,11161.13,12965.365234375,,
2004-11-07,7691.26,8888.6064453125,,
2004-11-14,6047.165,6934.7490234375,,
2004-11-21,5411.089333333333,5292.60693359375,,
2004-11-28,4775.013666666667,7460.7900390625,,
2004-12-05,4138.938,3076.863525390625,,
2004-12-12,3573.481666666667,2223.33251953125,,
2004-12-19,3184.018,2550.430908203125,,
2004-12-26,2554.134,2558.947998046875,,
2005-01-02,2097.2883333333334,2257.156005859375,,
2005-01-09,1930.3016666666665,1895.876953125,,
2005-01-16,1642.9733333333336,1772.9161376953125,,
2005-01-23,1431.0866666666668,1474.060546875,,
2005-01-30,1285.416,1305.0511474609375,,
2005-02-06,1387.152,1144.4158935546875,,
2005-02-13,1372.364,1269.2789306640625,,
2005-02-20,1378.404,1319.0008544921875,,
2005-02-27,1188.284,1316.1678466796875,,
2005-03-06,1011.184,1120.885498046875,,
2005-03-13,970.7183333333334,951.6110229492188,,
2005-03-20,1020.2766666666666,989.8709106445312,,
2005-03-27,926.7075000000001,1043.6485595703125,,
2005-04-03,753.626,930.7149658203125,,
2005-04-10,1055.8760000000002,711.4093627929688,,
2005-04-17,938.262,1048.551025390625,,
2005-04-24,781.8216666666667,922.3229370117188,,
2005-05-01,1000.1899999999999,765.8145141601562,,
2005-05-08,928.402,1032.300537109375,,
2005-05-15,1059.9383333333333,889.8723754882812,,
2005-05-22,1099.362,1113.4593505859375,,
2005-05-29,1126.875,1131.0704345703125,,
2005-06-05,1158.6,1086.451416015625,,
2005-06-12,1124.83,1202.8193359375,,
2005-06-19,1230.78,1133.26416015625,,
2005-06-26,1064.15,1267.038818359375,,
2005-07-03,4592.68,1079.7586669921875,,
2005-07-10,4491.05,4938.8046875,,
2005-07-17,20268.52,4555.6767578125,,
2005-07-24,27829.77,21607.01171875,,
2005-07-31,37322.08,28866.80859375,,
2005-08-07,25872.29,37477.91015625,,
2005-08-14,23862.97,25560.552734375,,
2005-08-21,37317.25,23106.5078125,,
2005-08-28,42306.57,42083.38671875,,
2005-09-04,43619.99,45316.56640625,,
